date,station_name,station_id,start_snow_water,start_snow_depth,max_temp_mean,min_temp_mean,start,end,latitude,longitude,elev,county,mon,avg_temp,year,rank
2010-12-01,Medano Pass,914,0,0,45,14.2,1995-10-01,2018-05-09,37.85,-105.44,9646,Saguache,Dec,35.5,2010,45
2017-02-01,Medano Pass,914,6.9,28,43,13.9,1995-10-01,2018-05-09,37.85,-105.44,9646,Saguache,Feb,35,2017,27
1983-02-15,Middle Creek,624,11,NA,37,4.3,1979-10-01,2018-05-09,37.62,-107.03,11247,Mineral,Feb,35.5,1983,8
2002-07-15,Middle Fork Camp,1014,0,0,80,42.2,2001-09-01,2018-05-09,39.8,-106.03,8938,Grand,Jul,224.5,2002,4
1993-08-01,Mineral Creek,629,0,NA,43,37.2,1978-10-01,2018-05-09,37.85,-107.73,10037,San Juan,Aug,56,1993,14
2008-10-01,Moon Pass,1124,0,NA,263,31.6,2008-10-01,2018-05-09,37.97,-106.56,11136,Saguache,Oct,2858.5,2008,2
1994-05-15,Nast Lake,658,0,NA,327,30.2,1985-10-01,2018-05-09,39.3,-106.61,8699,Pitkin,May,307,1994,8
2003-09-01,Never Summer,1031,0,1,48,33.9,2002-09-01,2018-05-09,40.4,-105.96,10276,Jackson,Sep,1320,2003,2
2003-09-15,Never Summer,1031,0,188,-80,33.9,2002-09-01,2018-05-09,40.4,-105.96,10276,Jackson,Sep,2717,2003,1
2003-10-01,Never Summer,1031,0,188,-21,23.8,2002-09-01,2018-05-09,40.4,-105.96,10276,Jackson,Oct,1648,2003,3
2013-09-01,North Lost Trail,669,0,0,67,37.1,1984-10-01,2018-05-09,39.08,-107.14,9197,Gunnison,Sep,57.5,2013,35.5
2014-12-01,North Lost Trail,669,2,12,42,9.2,1984-10-01,2018-05-09,39.08,-107.14,9197,Gunnison,Dec,34,2014,45
2016-11-01,North Lost Trail,669,0,0,53,16.7,1984-10-01,2018-05-09,39.08,-107.14,9197,Gunnison,Nov,43,2016,44.5
2017-02-01,North Lost Trail,669,16.9,53,41,11.2,1984-10-01,2018-05-09,39.08,-107.14,9197,Gunnison,Feb,33.5,2017,40.5
2007-06-15,Overland Res.,675,0,NA,74,35.2,1988-10-01,2018-05-09,39.09,-107.63,9837,Delta,Jun,64,2007,22
2007-07-01,Overland Res.,675,0,NA,114,40.7,1988-10-01,2018-05-09,39.09,-107.63,9837,Delta,Jul,95.5,2007,13
2007-07-15,Overland Res.,675,0,NA,79,40.7,1988-10-01,2018-05-09,39.09,-107.63,9837,Delta,Jul,73,2007,14
1993-10-01,Park Reservoir,682,0,NA,29,30.5,1978-10-01,2018-05-09,39.05,-107.87,9958,Delta,Oct,34.5,1993,41
2016-11-01,Rabbit Ears,709,0,0,56,19.2,1985-10-01,2018-05-09,40.37,-106.74,9397,Routt,Nov,44.5,2016,44.5
2007-03-15,Rawah,1032,10.8,35,43,18.8,2002-09-01,2018-05-09,40.71,-106.01,9017,Jackson,Mar,308,2007,6
2013-09-01,Rawah,1032,0,0,67,39.2,2002-09-01,2018-05-09,40.71,-106.01,9017,Jackson,Sep,57.5,2013,35.5
2014-12-01,Rawah,1032,3.4,15,41,13.5,2002-09-01,2018-05-09,40.71,-106.01,9017,Jackson,Dec,33.5,2014,45
2016-11-01,Rawah,1032,0,0,53,19.5,2002-09-01,2018-05-09,40.71,-106.01,9017,Jackson,Nov,43,2016,44.5
2017-03-15,Rawah,1032,11.6,32,50,18.8,2002-09-01,2018-05-09,40.71,-106.01,9017,Jackson,Mar,41,2017,31.5
1997-03-15,Red Mountain Pass,713,27.2,74,58,14.2,1979-10-01,2018-05-09,37.89,-107.71,11198,San Juan,Mar,47.5,1997,9
2006-05-15,Rough And Tumble,939,0,0,77,31.1,1998-08-01,2018-05-09,39.03,-106.08,10358,Park,May,232.5,2006,3
2014-12-01,Sawtooth,1251,5.6,22,38,24.5,2014-09-01,2018-05-09,40.14,-105.59,9617,Boulder,Dec,32,2014,45
2015-10-01,Sawtooth,1251,0,0,57,37.2,2014-09-01,2018-05-09,40.14,-105.59,9617,Boulder,Oct,48.5,2015,41
2016-11-01,Sawtooth,1251,0,0,48,29.9,2014-09-01,2018-05-09,40.14,-105.59,9617,Boulder,Nov,40.5,2016,44.5
2017-03-15,Sawtooth,1251,27.3,66,48,28.7,2014-09-01,2018-05-09,40.14,-105.59,9617,Boulder,Mar,40.5,2017,20.5
1985-10-01,Schofield Pass,737,1.3,NA,89,23.6,1984-10-01,2018-05-09,39.02,-107.05,10696,Gunnison,Oct,78.5,1985,10
1985-10-15,Schofield Pass,737,4.6,NA,173,23.6,1984-10-01,2018-05-09,39.02,-107.05,10696,Gunnison,Oct,168,1985,9
1993-07-15,Schofield Pass,737,0,NA,47,38.8,1984-10-01,2018-05-09,39.02,-107.05,10696,Gunnison,Jul,55,1993,17
1988-07-15,Scotch Creek,739,0,NA,143,30,1985-10-01,2018-05-09,37.65,-108.01,9099,Dolores,Jul,136.5,1988,9
2005-05-15,Sharkstooth,1060,25.7,57,59,33.8,2004-10-01,2018-05-09,37.5,-108.11,10716,Montezuma,May,50,2005,38.5
2007-11-01,Sharkstooth,1060,0,NA,48,24.1,2004-10-01,2018-05-09,37.5,-108.11,10716,Montezuma,Nov,40.5,2007,44.5
2010-12-01,Sharkstooth,1060,5.6,28,39,14.2,2004-10-01,2018-05-09,37.5,-108.11,10716,Montezuma,Dec,32.5,2010,45
2015-02-01,Sharkstooth,1060,7.6,32,44,14.5,2004-10-01,2018-05-09,37.5,-108.11,10716,Montezuma,Feb,35,2015,40.5
2015-10-01,Sharkstooth,1060,0,0,56,32.2,2004-10-01,2018-05-09,37.5,-108.11,10716,Montezuma,Oct,48,2015,41
2016-11-01,Sharkstooth,1060,0,0,47,24.1,2004-10-01,2018-05-09,37.5,-108.11,10716,Montezuma,Nov,40,2016,44.5
1994-06-15,Slumgullion,762,0,NA,40,34,1979-10-01,2018-05-09,37.99,-107.2,11555,Hinsdale,Jun,46,1994,33.5
2003-06-01,Slumgullion,762,0,NA,81,34,1979-10-01,2018-05-09,37.99,-107.2,11555,Hinsdale,Jun,71,2003,13
2003-06-15,Slumgullion,762,0,NA,94,34,1979-10-01,2018-05-09,37.99,-107.2,11555,Hinsdale,Jun,90,2003,11
2010-12-01,South Colony,773,2.2,9,37,13.7,1990-10-01,2018-05-09,37.97,-105.54,10798,Custer,Dec,32,2010,29
2015-02-01,Spud Mountain,780,10,33,47,10.2,1985-10-01,2018-05-09,37.7,-107.78,10657,San Juan,Feb,36.5,2015,40.5
1993-08-01,Stillwater Creek,793,0,NA,35,40,1985-10-01,2018-05-09,40.23,-105.92,8718,Grand,Aug,60,1993,12
1989-06-01,Stump Lakes,797,0,NA,88,38.5,1985-10-01,2018-05-09,37.48,-107.63,11198,San Juan,Jun,74,1989,14
1991-08-01,Stump Lakes,797,0,NA,79,40.4,1985-10-01,2018-05-09,37.48,-107.63,11198,San Juan,Aug,68,1991,17.5
1991-10-01,Stump Lakes,797,0,NA,71,26.3,1985-10-01,2018-05-09,37.48,-107.63,11198,San Juan,Oct,55.5,1991,41
1991-11-01,Stump Lakes,797,1.7,NA,72,17,1985-10-01,2018-05-09,37.48,-107.63,11198,San Juan,Nov,63,1991,8
1991-12-01,Stump Lakes,797,9.4,NA,52,9.5,1985-10-01,2018-05-09,37.48,-107.63,11198,San Juan,Dec,39,1991,45
1992-12-01,Stump Lakes,797,3.8,NA,54,9.5,1985-10-01,2018-05-09,37.48,-107.63,11198,San Juan,Dec,43.5,1992,15
1992-12-15,Stump Lakes,797,5,NA,53,9.5,1985-10-01,2018-05-09,37.48,-107.63,11198,San Juan,Dec,42.5,1992,17
1993-05-15,Stump Lakes,797,25.7,NA,64,28.3,1985-10-01,2018-05-09,37.48,-107.63,11198,San Juan,May,52.5,1993,38.5
1994-06-01,Stump Lakes,797,6.1,NA,336,38.5,1985-10-01,2018-05-09,37.48,-107.63,11198,San Juan,Jun,324.5,1994,7
2004-01-01,Stump Lakes,797,7.6,36,50,11.1,1985-10-01,2018-05-09,37.48,-107.63,11198,San Juan,Jan,40,2004,14
2004-05-01,Stump Lakes,797,22.8,128,73,28.3,1985-10-01,2018-05-09,37.48,-107.63,11198,San Juan,May,59,2004,13
2004-05-15,Stump Lakes,797,15.6,38,73,28.3,1985-10-01,2018-05-09,37.48,-107.63,11198,San Juan,May,60.5,2004,10.5
2004-06-01,Stump Lakes,797,3.9,10,83,38.5,1985-10-01,2018-05-09,37.48,-107.63,11198,San Juan,Jun,68,2004,27
2004-12-01,Stump Lakes,797,8.9,41,63,9.5,1985-10-01,2018-05-09,37.48,-107.63,11198,San Juan,Dec,50,2004,11
2004-12-15,Stump Lakes,797,9.9,38,64,9.5,1985-10-01,2018-05-09,37.48,-107.63,11198,San Juan,Dec,50,2004,12
2005-01-01,Stump Lakes,797,11.6,48,66,11.1,1985-10-01,2018-05-09,37.48,-107.63,11198,San Juan,Jan,54.5,2005,10
2012-07-15,Summit Ranch,802,0,0,91,45.9,1979-10-01,2018-05-09,39.72,-106.16,9397,Summit,Jul,73,2012,31
2013-10-15,Summit Ranch,802,0.2,0,78,30.5,1979-10-01,2018-05-09,39.72,-106.16,9397,Summit,Oct,66.5,2013,13
1993-07-15,Trapper Lake,827,0,NA,54,45.6,1985-10-01,2018-05-09,40,-107.24,9699,Garfield,Jul,55.5,1993,20
1993-08-01,Trapper Lake,827,0,NA,49,39.8,1985-10-01,2018-05-09,40,-107.24,9699,Garfield,Aug,55.5,1993,16
2013-09-01,Trapper Lake,827,0,0,67,35.8,1985-10-01,2018-05-09,40,-107.24,9699,Garfield,Sep,57.5,2013,35.5
2017-03-15,Trapper Lake,827,3.6,6,48,20.4,1985-10-01,2018-05-09,40,-107.24,9699,Garfield,Mar,40,2017,31.5
1993-08-15,Trinchera,829,0,NA,17,41.2,1988-10-01,2018-05-09,37.35,-105.23,10857,Costilla,Aug,61.5,1993,10
1994-05-15,Trinchera,829,0,NA,318,31,1988-10-01,2018-05-09,37.35,-105.23,10857,Costilla,May,305.5,1994,6
2014-06-15,Upper Rio Grande,839,0,0,115,39.1,1985-10-01,2018-05-09,37.72,-107.26,9397,Hinsdale,Jun,101.5,2014,10
2014-07-01,Upper Rio Grande,839,0,0,113,45.9,1985-10-01,2018-05-09,37.72,-107.26,9397,Hinsdale,Jul,100,2014,12
1978-11-15,Upper San Juan,840,4.1,NA,34,17.4,1978-10-01,2018-05-09,37.49,-106.84,10198,Mineral,Nov,33.5,1978,44.5
1978-12-01,Upper San Juan,840,7.8,NA,34,9.2,1978-10-01,2018-05-09,37.49,-106.84,10198,Mineral,Dec,34,1978,14
1983-01-15,Upper San Juan,840,21.3,NA,37,10.2,1978-10-01,2018-05-09,37.49,-106.84,10198,Mineral,Jan,35,1983,11
1983-02-15,Upper San Juan,840,25.3,NA,34,10.4,1978-10-01,2018-05-09,37.49,-106.84,10198,Mineral,Feb,33,1983,10
1983-03-15,Upper San Juan,840,34,NA,52,14.5,1978-10-01,2018-05-09,37.49,-106.84,10198,Mineral,Mar,43.5,1983,12
1983-04-01,Upper San Juan,840,42,NA,63,22.2,1978-10-01,2018-05-09,37.49,-106.84,10198,Mineral,Apr,48,1983,30
1983-04-15,Upper San Juan,840,44.9,NA,45,22.2,1978-10-01,2018-05-09,37.49,-106.84,10198,Mineral,Apr,39,1983,30
1984-11-15,Upper San Juan,840,6.9,NA,92,17.4,1978-10-01,2018-05-09,37.49,-106.84,10198,Mineral,Nov,83.5,1984,7
1984-12-01,Upper San Juan,840,9.5,NA,78,9.2,1978-10-01,2018-05-09,37.49,-106.84,10198,Mineral,Dec,69,1984,10
1984-12-15,Upper San Juan,840,15.1,NA,113,9.2,1978-10-01,2018-05-09,37.49,-106.84,10198,Mineral,Dec,108,1984,9
1985-01-01,Upper San Juan,840,21.7,NA,197,10.2,1978-10-01,2018-05-09,37.49,-106.84,10198,Mineral,Jan,193.5,1985,7
1985-01-15,Upper San Juan,840,23.6,NA,229,10.2,1978-10-01,2018-05-09,37.49,-106.84,10198,Mineral,Jan,227.5,1985,6
1985-04-15,Upper San Juan,840,45.6,NA,103,22.2,1978-10-01,2018-05-09,37.49,-106.84,10198,Mineral,Apr,93.5,1985,9
1985-07-01,Upper San Juan,840,0,NA,170,42.7,1978-10-01,2018-05-09,37.49,-106.84,10198,Mineral,Jul,162.5,1985,7
1985-07-15,Upper San Juan,840,0,NA,162,42.7,1978-10-01,2018-05-09,37.49,-106.84,10198,Mineral,Jul,155.5,1985,8
1985-08-01,Upper San Juan,840,0,NA,106,40.9,1978-10-01,2018-05-09,37.49,-106.84,10198,Mineral,Aug,93.5,1985,13
2003-07-01,Ute Creek,1005,0,1,74,40.7,2000-08-01,2018-05-09,37.61,-105.37,10647,Costilla,Jul,241,2003,2
2007-11-15,Ute Creek,1005,0.4,1,38,16.2,2000-08-01,2018-05-09,37.61,-105.37,10647,Costilla,Nov,210,2007,4
2013-09-01,Vail Mountain,842,0,0,64,33.2,1978-10-01,2018-05-09,39.62,-106.38,10296,Eagle,Sep,56,2013,35.5
2014-12-01,Vail Mountain,842,3,17,39,9,1978-10-01,2018-05-09,39.62,-106.38,10296,Eagle,Dec,32.5,2014,45
2015-10-01,Vail Mountain,842,0,0,57,25.3,1978-10-01,2018-05-09,39.62,-106.38,10296,Eagle,Oct,48.5,2015,41
2016-11-01,Vail Mountain,842,0,0,49,16.1,1978-10-01,2018-05-09,39.62,-106.38,10296,Eagle,Nov,41,2016,44.5
1999-11-01,Vallecito,843,0,NA,52,18.5,1985-10-01,2018-05-09,37.49,-107.51,10876,La Plata,Nov,42.5,1999,44.5
2003-10-01,Vallecito,843,0,1,56,28.1,1985-10-01,2018-05-09,37.49,-107.51,10876,La Plata,Oct,48.5,2003,28
2003-10-15,Vallecito,843,0,1,60,28.1,1985-10-01,2018-05-09,37.49,-107.51,10876,La Plata,Oct,50.5,2003,28
2003-12-01,Vallecito,843,5.2,19,44,9.8,1985-10-01,2018-05-09,37.49,-107.51,10876,La Plata,Dec,36.5,2003,20.5
2003-12-15,Vallecito,843,6.3,27,43,9.8,1985-10-01,2018-05-09,37.49,-107.51,10876,La Plata,Dec,35,2003,29
2004-01-01,Vallecito,843,8.7,35,44,10.7,1985-10-01,2018-05-09,37.49,-107.51,10876,La Plata,Jan,36,2004,15
2004-01-15,Vallecito,843,11.8,43,44,10.7,1985-10-01,2018-05-09,37.49,-107.51,10876,La Plata,Jan,35,2004,19.5
2004-02-15,Vallecito,843,14.1,51,43,10.2,1985-10-01,2018-05-09,37.49,-107.51,10876,La Plata,Feb,35.5,2004,18.5
2004-03-15,Vallecito,843,18.4,53,57,16,1985-10-01,2018-05-09,37.49,-107.51,10876,La Plata,Mar,46.5,2004,10
2004-04-01,Vallecito,843,15.5,37,50,18.1,1985-10-01,2018-05-09,37.49,-107.51,10876,La Plata,Apr,42,2004,17.5
2004-04-15,Vallecito,843,18.2,45,50,18.1,1985-10-01,2018-05-09,37.49,-107.51,10876,La Plata,Apr,41.5,2004,30
2007-11-01,Vallecito,843,0,0,50,18.5,1985-10-01,2018-05-09,37.49,-107.51,10876,La Plata,Nov,42,2007,26.5
2010-12-01,Vallecito,843,2.1,12,41,9.8,1985-10-01,2018-05-09,37.49,-107.51,10876,La Plata,Dec,33.5,2010,45
2012-04-15,Vallecito,843,4.1,10,51,18.1,1985-10-01,2018-05-09,37.49,-107.51,10876,La Plata,Apr,42,2012,30
2014-02-01,Vallecito,843,9.3,32,45,10.2,1985-10-01,2018-05-09,37.49,-107.51,10876,La Plata,Feb,36,2014,27
2015-02-01,Vallecito,843,7.3,28,45,10.2,1985-10-01,2018-05-09,37.49,-107.51,10876,La Plata,Feb,35.5,2015,40.5
2015-10-01,Vallecito,843,0,0,56,28.1,1985-10-01,2018-05-09,37.49,-107.51,10876,La Plata,Oct,48.5,2015,28
2016-11-01,Vallecito,843,0,0,48,18.5,1985-10-01,2018-05-09,37.49,-107.51,10876,La Plata,Nov,41,2016,26.5
2010-10-15,Weminuche Creek,1160,0,0,47,31.7,2010-10-01,2018-05-09,37.52,-107.32,10739,Archuleta,Oct,935.5,2010,5
1993-08-01,Whiskey Ck,857,0,NA,45,38.5,1979-10-01,2018-05-09,37.21,-105.12,10217,Las Animas,Aug,56,1993,15
1993-09-15,Whiskey Ck,857,0,NA,41,33.5,1979-10-01,2018-05-09,37.21,-105.12,10217,Las Animas,Sep,51,1993,6
2007-11-01,Whiskey Ck,857,0,2,49,12.9,1979-10-01,2018-05-09,37.21,-105.12,10217,Las Animas,Nov,338,2007,3
2010-12-01,Whiskey Ck,857,0.8,7,43,5.2,1979-10-01,2018-05-09,37.21,-105.12,10217,Las Animas,Dec,36,2010,20.5
2016-02-15,Whiskey Ck,857,6.2,23,44,5.8,1979-10-01,2018-05-09,37.21,-105.12,10217,Las Animas,Feb,35.5,2016,27
2017-02-01,Whiskey Ck,857,12.6,42,42,5.8,1979-10-01,2018-05-09,37.21,-105.12,10217,Las Animas,Feb,34,2017,40.5
2018-01-01,Whiskey Ck,857,0.9,2,41,5.5,1979-10-01,2018-05-09,37.21,-105.12,10217,Las Animas,Jan,33,2018,24.5
2010-12-01,Wild Basin,1042,3.6,15,35,12.5,2002-12-01,2018-05-09,40.2,-105.6,9558,Boulder,Dec,30.5,2010,45
2011-12-01,Wild Basin,1042,3.9,16,26,12.5,2002-12-01,2018-05-09,40.2,-105.6,9558,Boulder,Dec,566.5,2011,6
2011-12-15,Wild Basin,1042,4.9,19,29,12.5,2002-12-01,2018-05-09,40.2,-105.6,9558,Boulder,Dec,184,2011,8
2012-03-01,Wild Basin,1042,13.3,43,-12,19.3,2002-12-01,2018-05-09,40.2,-105.6,9558,Boulder,Mar,153.5,2012,7
2012-03-15,Wild Basin,1042,13.8,42,29,19.3,2002-12-01,2018-05-09,40.2,-105.6,9558,Boulder,Mar,709,2012,3
2012-04-01,Wild Basin,1042,12.9,34,-21,23.9,2002-12-01,2018-05-09,40.2,-105.6,9558,Boulder,Apr,136.5,2012,8
2012-04-15,Wild Basin,1042,13.1,30,21,23.9,2002-12-01,2018-05-09,40.2,-105.6,9558,Boulder,Apr,171.5,2012,6
2012-05-01,Wild Basin,1042,6.5,15,15,30.6,2002-12-01,2018-05-09,40.2,-105.6,9558,Boulder,May,170.5,2012,4
2017-03-15,Wild Basin,1042,21.5,56,49,19.3,2002-12-01,2018-05-09,40.2,-105.6,9558,Boulder,Mar,41,2017,20.5
2005-05-15,Wolf Creek Summit,874,53.6,100,58,31.5,1985-10-01,2018-05-09,37.48,-106.8,10998,Mineral,May,49.5,2005,38.5
2015-10-01,Wolf Creek Summit,874,0,0,56,32,1985-10-01,2018-05-09,37.48,-106.8,10998,Mineral,Oct,48,2015,41
2012-07-15,Zirkel,1033,0,0,73,45.4,2002-08-01,2018-05-09,40.79,-106.6,9338,Jackson,Jul,212,2012,5
2016-04-01,Zirkel,1033,28.1,73,57,23.4,2002-08-01,2018-05-09,40.79,-106.6,9338,Jackson,Apr,45,2016,30
2018-01-01,Zirkel,1033,7.7,30,41,12.7,2002-08-01,2018-05-09,40.79,-106.6,9338,Jackson,Jan,33.5,2018,19.5
